iex_eligible_count,iex_selected_count,intersection_count,jaccard,overlap_rate,session_date,sip_eligible_count,sip_selected_count,valid
41,20,11,0.3793103448275862,0.55,2025-10-10,55,20,True
51,20,9,0.2903225806451613,0.45,2025-10-13,69,20,True
51,20,12,0.42857142857142855,0.6,2025-10-14,50,20,True
40,20,11,0.3793103448275862,0.55,2025-10-15,50,20,True
31,20,10,0.3333333333333333,0.5,2025-10-16,45,20,True
38,20,9,0.2903225806451613,0.45,2025-10-17,114,20,True
33,20,11,0.3793103448275862,0.55,2025-10-20,38,20,True
37,20,12,0.42857142857142855,0.6,2025-10-21,32,20,True
40,20,10,0.3333333333333333,0.5,2025-10-22,32,20,True
40,20,13,0.48148148148148145,0.65,2025-10-23,26,20,True
36,20,12,0.42857142857142855,0.6,2025-10-24,29,20,True
40,20,8,0.25,0.4,2025-10-27,58,20,True
34,20,10,0.3333333333333333,0.5,2025-10-28,36,20,True
47,20,12,0.42857142857142855,0.6,2025-10-29,62,20,True
67,20,16,0.6666666666666666,0.8,2025-10-30,58,20,True
53,20,13,0.48148148148148145,0.65,2025-10-31,47,20,True
45,20,6,0.17647058823529413,0.3,2025-11-03,56,20,True
55,20,9,0.2903225806451613,0.45,2025-11-04,86,20,True
35,20,11,0.3793103448275862,0.55,2025-11-05,32,20,True
41,20,12,0.42857142857142855,0.6,2025-11-06,37,20,True
41,20,11,0.3793103448275862,0.55,2025-11-07,45,20,True
50,20,8,0.25,0.4,2025-11-10,69,20,True
16,16,10,0.38461538461538464,0.5,2025-11-11,21,20,True
48,20,11,0.3793103448275862,0.55,2025-11-12,38,20,True
32,20,11,0.3793103448275862,0.55,2025-11-13,27,20,True
77,20,12,0.42857142857142855,0.6,2025-11-14,87,20,True
43,20,9,0.2903225806451613,0.45,2025-11-17,32,20,True
45,20,12,0.42857142857142855,0.6,2025-11-18,53,20,True
31,20,11,0.3793103448275862,0.55,2025-11-19,35,20,True
57,20,13,0.48148148148148145,0.65,2025-11-20,67,20,True
34,20,4,0.1111111111111111,0.2,2025-11-21,114,20,True
37,20,12,0.42857142857142855,0.6,2025-11-24,47,20,True
43,20,13,0.48148148148148145,0.65,2025-11-25,32,20,True
47,20,8,0.25,0.4,2025-11-26,32,20,True
22,20,7,0.3181818181818182,0.35,2025-11-28,9,9,True
47,20,11,0.3793103448275862,0.55,2025-12-01,34,20,True
35,20,12,0.42857142857142855,0.6,2025-12-02,32,20,True
33,20,14,0.5384615384615384,0.7,2025-12-03,27,20,True
49,20,11,0.3793103448275862,0.55,2025-12-04,42,20,True
21,20,10,0.3448275862068966,0.5,2025-12-05,19,19,True
44,20,11,0.3793103448275862,0.55,2025-12-08,48,20,True
30,20,11,0.3793103448275862,0.55,2025-12-09,26,20,True
34,20,10,0.3333333333333333,0.5,2025-12-10,32,20,True
56,20,11,0.3793103448275862,0.55,2025-12-11,50,20,True
50,20,12,0.42857142857142855,0.6,2025-12-12,59,20,True
71,20,9,0.2903225806451613,0.45,2025-12-15,89,20,True
48,20,11,0.3793103448275862,0.55,2025-12-16,59,20,True
47,20,12,0.42857142857142855,0.6,2025-12-17,52,20,True
62,20,11,0.3793103448275862,0.55,2025-12-18,73,20,True
40,20,2,0.05263157894736842,0.1,2025-12-19,123,20,True
54,20,9,0.2903225806451613,0.45,2025-12-22,36,20,True
28,20,6,0.3,0.3,2025-12-23,6,6,True
7,7,2,0.2857142857142857,0.2857142857142857,2025-12-24,2,2,True
10,10,3,0.3,0.3,2025-12-26,3,3,True
23,20,3,0.10714285714285714,0.15,2025-12-29,11,11,True
11,11,3,0.21428571428571427,0.2727272727272727,2025-12-30,6,6,True
6,6,1,0.14285714285714285,0.16666666666666666,2025-12-31,2,2,True
53,20,10,0.3333333333333333,0.5,2026-01-02,36,20,True
72,20,13,0.48148148148148145,0.65,2026-01-05,61,20,True
68,20,11,0.3793103448275862,0.55,2026-01-06,40,20,True
77,20,7,0.21212121212121213,0.35,2026-01-07,56,20,True
56,20,9,0.2903225806451613,0.45,2026-01-08,42,20,True
48,20,12,0.42857142857142855,0.6,2026-01-09,33,20,True
62,20,11,0.3793103448275862,0.55,2026-01-12,49,20,True
51,20,12,0.42857142857142855,0.6,2026-01-13,75,20,True
50,20,12,0.42857142857142855,0.6,2026-01-14,69,20,True
54,20,10,0.3333333333333333,0.5,2026-01-15,79,20,True
47,20,5,0.14285714285714285,0.25,2026-01-16,123,20,True
84,20,8,0.25,0.4,2026-01-20,111,20,True
58,20,10,0.3333333333333333,0.5,2026-01-21,53,20,True
58,20,11,0.3793103448275862,0.55,2026-01-22,43,20,True
49,20,13,0.48148148148148145,0.65,2026-01-23,41,20,True
36,20,9,0.2903225806451613,0.45,2026-01-26,29,20,True
43,20,16,0.6666666666666666,0.8,2026-01-27,36,20,True
38,20,11,0.3793103448275862,0.55,2026-01-28,33,20,True
64,20,18,0.8181818181818182,0.9,2026-01-29,50,20,True
47,20,13,0.48148148148148145,0.65,2026-01-30,40,20,True
57,20,10,0.3333333333333333,0.5,2026-02-02,69,20,True
51,20,13,0.48148148148148145,0.65,2026-02-03,58,20,True
65,20,13,0.48148148148148145,0.65,2026-02-04,66,20,True
64,20,13,0.48148148148148145,0.65,2026-02-05,58,20,True
48,20,10,0.3333333333333333,0.5,2026-02-06,50,20,True
30,20,8,0.25,0.4,2026-02-09,43,20,True
24,20,10,0.3333333333333333,0.5,2026-02-10,21,20,True
41,20,11,0.3793103448275862,0.55,2026-02-11,51,20,True
41,20,14,0.5384615384615384,0.7,2026-02-12,46,20,True
61,20,10,0.3333333333333333,0.5,2026-02-13,54,20,True
52,20,7,0.21212121212121213,0.35,2026-02-17,60,20,True
45,20,7,0.21212121212121213,0.35,2026-02-18,26,20,True
26,20,14,0.5384615384615384,0.7,2026-02-19,33,20,True
17,17,5,0.15625,0.25,2026-02-20,76,20,True
36,20,9,0.2903225806451613,0.45,2026-02-23,34,20,True
46,20,13,0.48148148148148145,0.65,2026-02-24,45,20,True
29,20,15,0.6,0.75,2026-02-25,24,20,True
42,20,11,0.3793103448275862,0.55,2026-02-26,36,20,True
65,20,10,0.3333333333333333,0.5,2026-02-27,51,20,True
73,20,13,0.48148148148148145,0.65,2026-03-02,86,20,True
59,20,13,0.48148148148148145,0.65,2026-03-03,65,20,True
52,20,12,0.42857142857142855,0.6,2026-03-04,30,20,True
42,20,12,0.42857142857142855,0.6,2026-03-05,30,20,True
67,20,10,0.3333333333333333,0.5,2026-03-06,65,20,True
53,20,9,0.2903225806451613,0.45,2026-03-09,64,20,True
34,20,10,0.3333333333333333,0.5,2026-03-10,31,20,True
19,19,9,0.34615384615384615,0.47368421052631576,2026-03-11,16,16,True
42,20,9,0.2903225806451613,0.45,2026-03-12,48,20,True
41,20,9,0.2903225806451613,0.45,2026-03-13,32,20,True
31,20,12,0.42857142857142855,0.6,2026-03-16,38,20,True
33,20,11,0.3793103448275862,0.55,2026-03-17,27,20,True
24,20,11,0.3793103448275862,0.55,2026-03-18,27,20,True
73,20,10,0.3333333333333333,0.5,2026-03-19,69,20,True
27,20,2,0.05263157894736842,0.1,2026-03-20,123,20,True
72,20,10,0.3333333333333333,0.5,2026-03-23,52,20,True
21,20,6,0.2608695652173913,0.3,2026-03-24,9,9,True
28,20,8,0.26666666666666666,0.4,2026-03-25,18,18,True
25,20,7,0.2916666666666667,0.35,2026-03-26,11,11,True
33,20,11,0.4782608695652174,0.55,2026-03-27,14,14,True
38,20,9,0.2903225806451613,0.45,2026-03-30,24,20,True
67,20,10,0.3333333333333333,0.5,2026-03-31,24,20,True
59,20,10,0.3333333333333333,0.5,2026-04-01,46,20,True
40,20,10,0.3333333333333333,0.5,2026-04-02,22,20,True
16,16,7,0.4117647058823529,0.4375,2026-04-06,8,8,True
37,20,7,0.2916666666666667,0.35,2026-04-07,11,11,True
93,20,7,0.21212121212121213,0.35,2026-04-08,99,20,True
28,20,9,0.36,0.45,2026-04-09,14,14,True
31,20,9,0.3,0.45,2026-04-10,19,19,True
45,20,11,0.3793103448275862,0.55,2026-04-13,43,20,True
58,20,9,0.2903225806451613,0.45,2026-04-14,67,20,True
47,20,10,0.3333333333333333,0.5,2026-04-15,64,20,True
46,20,14,0.5384615384615384,0.7,2026-04-16,53,20,True
57,20,6,0.17647058823529413,0.3,2026-04-17,126,20,True
40,20,12,0.42857142857142855,0.6,2026-04-20,30,20,True
48,20,12,0.42857142857142855,0.6,2026-04-21,33,20,True
45,20,10,0.3333333333333333,0.5,2026-04-22,35,20,True
49,20,14,0.5384615384615384,0.7,2026-04-23,49,20,True
58,20,13,0.48148148148148145,0.65,2026-04-24,56,20,True
46,20,13,0.48148148148148145,0.65,2026-04-27,44,20,True
71,20,11,0.3793103448275862,0.55,2026-04-28,57,20,True
38,20,10,0.3333333333333333,0.5,2026-04-29,35,20,True
41,20,15,0.6,0.75,2026-04-30,42,20,True
41,20,10,0.3333333333333333,0.5,2026-05-01,41,20,True
35,20,13,0.48148148148148145,0.65,2026-05-04,30,20,True
30,20,12,0.42857142857142855,0.6,2026-05-05,30,20,True
50,20,12,0.42857142857142855,0.6,2026-05-06,59,20,True
49,20,13,0.48148148148148145,0.65,2026-05-07,36,20,True
32,20,10,0.3333333333333333,0.5,2026-05-08,31,20,True
59,20,8,0.25,0.4,2026-05-11,75,20,True
38,20,9,0.2903225806451613,0.45,2026-05-12,42,20,True
35,20,9,0.2903225806451613,0.45,2026-05-13,33,20,True
25,20,9,0.2903225806451613,0.45,2026-05-14,24,20,True
44,20,5,0.14285714285714285,0.25,2026-05-15,122,20,True
42,20,11,0.3793103448275862,0.55,2026-05-18,34,20,True
54,20,12,0.42857142857142855,0.6,2026-05-19,47,20,True
35,20,10,0.3333333333333333,0.5,2026-05-20,35,20,True
42,20,13,0.48148148148148145,0.65,2026-05-21,23,20,True
33,20,12,0.42857142857142855,0.6,2026-05-22,29,20,True
65,20,10,0.3333333333333333,0.5,2026-05-26,74,20,True
59,20,10,0.3333333333333333,0.5,2026-05-27,57,20,True
47,20,13,0.48148148148148145,0.65,2026-05-28,24,20,True
42,20,11,0.3793103448275862,0.55,2026-05-29,39,20,True
75,20,13,0.48148148148148145,0.65,2026-06-01,85,20,True
58,20,13,0.48148148148148145,0.65,2026-06-02,60,20,True
59,20,14,0.5384615384615384,0.7,2026-06-03,52,20,True
60,20,10,0.3333333333333333,0.5,2026-06-04,71,20,True
48,20,10,0.3333333333333333,0.5,2026-06-05,41,20,True
49,20,12,0.42857142857142855,0.6,2026-06-08,66,20,True
51,20,10,0.3333333333333333,0.5,2026-06-09,33,20,True
43,20,14,0.5384615384615384,0.7,2026-06-10,52,20,True
29,20,12,0.42857142857142855,0.6,2026-06-11,32,20,True
38,20,8,0.25,0.4,2026-06-12,48,20,True
81,20,10,0.3333333333333333,0.5,2026-06-15,90,20,True
25,20,12,0.42857142857142855,0.6,2026-06-16,36,20,True
28,20,10,0.3333333333333333,0.5,2026-06-17,24,20,True
37,20,1,0.02564102564102564,0.05,2026-06-18,127,20,True
48,20,6,0.17647058823529413,0.3,2026-06-22,30,20,True
60,20,8,0.25,0.4,2026-06-23,45,20,True
38,20,9,0.2903225806451613,0.45,2026-06-24,24,20,True
54,20,7,0.21212121212121213,0.35,2026-06-25,29,20,True
55,20,11,0.3793103448275862,0.55,2026-06-26,27,20,True
39,20,12,0.42857142857142855,0.6,2026-06-29,29,20,True
39,20,7,0.21212121212121213,0.35,2026-06-30,20,20,True
49,20,12,0.42857142857142855,0.6,2026-07-01,34,20,True
37,20,10,0.3448275862068966,0.5,2026-07-02,19,19,True
58,20,8,0.25,0.4,2026-07-06,27,20,True
54,20,13,0.48148148148148145,0.65,2026-07-07,30,20,True
49,20,5,0.14285714285714285,0.25,2026-07-08,25,20,True
38,20,11,0.3793103448275862,0.55,2026-07-09,22,20,True
18,18,8,0.4,0.4444444444444444,2026-07-10,10,10,True
18,18,11,0.4074074074074074,0.55,2026-07-13,25,20,True
44,20,10,0.3333333333333333,0.5,2026-07-14,41,20,True
38,20,12,0.42857142857142855,0.6,2026-07-15,42,20,True
51,20,15,0.6,0.75,2026-07-16,36,20,True
61,20,6,0.17647058823529413,0.3,2026-07-17,117,20,True
35,20,8,0.25,0.4,2026-07-20,26,20,True
48,20,9,0.2903225806451613,0.45,2026-07-21,30,20,True
33,20,13,0.48148148148148145,0.65,2026-07-22,29,20,True
67,20,13,0.48148148148148145,0.65,2026-07-23,52,20,True
31,20,10,0.3333333333333333,0.5,2026-07-24,26,20,True
45,20,10,0.3333333333333333,0.5,2026-07-27,43,20,True
82,20,11,0.3793103448275862,0.55,2026-07-28,86,20,True
39,20,10,0.3333333333333333,0.5,2026-07-29,40,20,True
65,20,14,0.5384615384615384,0.7,2026-07-30,66,20,True
51,20,12,0.42857142857142855,0.6,2026-07-31,55,20,True
49,20,11,0.3793103448275862,0.55,2026-08-03,70,20,True
53,20,14,0.5384615384615384,0.7,2026-08-04,61,20,True
57,20,14,0.5384615384615384,0.7,2026-08-05,51,20,True
29,20,13,0.48148148148148145,0.65,2026-08-06,35,20,True
32,20,11,0.3793103448275862,0.55,2026-08-07,25,20,True
