symbol,session_date,scenario,cost_model,reason
NEM,2024-02-23,research_fidelity,baseline,max_gross_exposure
SOXX,2024-02-23,research_fidelity,baseline,max_gross_exposure
TGT,2024-02-23,research_fidelity,baseline,max_gross_exposure
QCOM,2024-02-23,research_fidelity,baseline,max_gross_exposure
ADBE,2024-02-23,research_fidelity,baseline,max_gross_exposure
PANW,2024-02-23,research_fidelity,baseline,max_gross_exposure
SPY,2024-02-23,research_fidelity,baseline,max_gross_exposure
INTC,2024-02-23,research_fidelity,baseline,max_gross_exposure
XLK,2024-02-23,research_fidelity,baseline,max_gross_exposure
XLP,2024-02-23,research_fidelity,baseline,max_gross_exposure
FCX,2024-02-23,research_fidelity,baseline,max_gross_exposure
SLB,2024-02-23,research_fidelity,baseline,max_gross_exposure
BA,2024-02-23,research_fidelity,stressed,max_gross_exposure
BAC,2024-02-23,research_fidelity,stressed,max_gross_exposure
ORCL,2024-02-23,research_fidelity,stressed,max_gross_exposure
XLC,2024-02-23,research_fidelity,stressed,max_gross_exposure
TMO,2024-02-23,research_fidelity,stressed,max_gross_exposure
GE,2024-02-23,research_fidelity,stressed,max_gross_exposure
NVDA,2024-02-23,research_fidelity,stressed,max_gross_exposure
NEM,2024-02-23,research_fidelity,stressed,max_gross_exposure
SOXX,2024-02-23,research_fidelity,stressed,max_gross_exposure
TGT,2024-02-23,research_fidelity,stressed,max_gross_exposure
QCOM,2024-02-23,research_fidelity,stressed,max_gross_exposure
ADBE,2024-02-23,research_fidelity,stressed,max_gross_exposure
PANW,2024-02-23,research_fidelity,stressed,max_gross_exposure
SPY,2024-02-23,research_fidelity,stressed,max_gross_exposure
INTC,2024-02-23,research_fidelity,stressed,max_gross_exposure
XLK,2024-02-23,research_fidelity,stressed,max_gross_exposure
XLP,2024-02-23,research_fidelity,stressed,max_gross_exposure
FCX,2024-02-23,research_fidelity,stressed,max_gross_exposure
SLB,2024-02-23,research_fidelity,stressed,max_gross_exposure
XLC,2024-02-23,intended_deployment,zero,max_gross_exposure
TMO,2024-02-23,intended_deployment,zero,max_gross_exposure
GE,2024-02-23,intended_deployment,zero,max_gross_exposure
NVDA,2024-02-23,intended_deployment,zero,max_gross_exposure
NEM,2024-02-23,intended_deployment,zero,max_gross_exposure
SOXX,2024-02-23,intended_deployment,zero,max_gross_exposure
TGT,2024-02-23,intended_deployment,zero,max_gross_exposure
QCOM,2024-02-23,intended_deployment,zero,max_gross_exposure
ADBE,2024-02-23,intended_deployment,zero,max_gross_exposure
PANW,2024-02-23,intended_deployment,zero,max_gross_exposure
SPY,2024-02-23,intended_deployment,zero,max_gross_exposure
INTC,2024-02-23,intended_deployment,zero,max_gross_exposure
XLK,2024-02-23,intended_deployment,zero,max_gross_exposure
XLP,2024-02-23,intended_deployment,zero,max_gross_exposure
FCX,2024-02-23,intended_deployment,zero,max_gross_exposure
SLB,2024-02-23,intended_deployment,zero,max_gross_exposure
TMO,2024-02-23,intended_deployment,baseline,max_concurrent_positions
GE,2024-02-23,intended_deployment,baseline,max_concurrent_positions
NVDA,2024-02-23,intended_deployment,baseline,max_concurrent_positions
NEM,2024-02-23,intended_deployment,baseline,max_concurrent_positions
SOXX,2024-02-23,intended_deployment,baseline,max_concurrent_positions
TGT,2024-02-23,intended_deployment,baseline,max_concurrent_positions
QCOM,2024-02-23,intended_deployment,baseline,max_concurrent_positions
ADBE,2024-02-23,intended_deployment,baseline,max_concurrent_positions
PANW,2024-02-23,intended_deployment,baseline,max_concurrent_positions
SPY,2024-02-23,intended_deployment,baseline,max_concurrent_positions
INTC,2024-02-23,intended_deployment,baseline,max_concurrent_positions
XLK,2024-02-23,intended_deployment,baseline,max_concurrent_positions
XLP,2024-02-23,intended_deployment,baseline,max_concurrent_positions
FCX,2024-02-23,intended_deployment,baseline,max_concurrent_positions
SLB,2024-02-23,intended_deployment,baseline,max_concurrent_positions
XLC,2024-02-23,intended_deployment,stressed,max_gross_exposure
TMO,2024-02-23,intended_deployment,stressed,max_gross_exposure
GE,2024-02-23,intended_deployment,stressed,max_gross_exposure
NVDA,2024-02-23,intended_deployment,stressed,max_gross_exposure
NEM,2024-02-23,intended_deployment,stressed,max_gross_exposure
SOXX,2024-02-23,intended_deployment,stressed,max_gross_exposure
TGT,2024-02-23,intended_deployment,stressed,max_gross_exposure
QCOM,2024-02-23,intended_deployment,stressed,max_gross_exposure
ADBE,2024-02-23,intended_deployment,stressed,max_gross_exposure
PANW,2024-02-23,intended_deployment,stressed,max_gross_exposure
SPY,2024-02-23,intended_deployment,stressed,max_gross_exposure
INTC,2024-02-23,intended_deployment,stressed,max_gross_exposure
XLK,2024-02-23,intended_deployment,stressed,max_gross_exposure
XLP,2024-02-23,intended_deployment,stressed,max_gross_exposure
FCX,2024-02-23,intended_deployment,stressed,max_gross_exposure
SLB,2024-02-23,intended_deployment,stressed,max_gross_exposure
MU,2024-02-26,research_fidelity,zero,max_gross_exposure
MRNA,2024-02-26,research_fidelity,zero,max_gross_exposure
GS,2024-02-26,research_fidelity,zero,max_gross_exposure
DXCM,2024-02-26,research_fidelity,zero,max_gross_exposure
SBUX,2024-02-26,research_fidelity,zero,max_gross_exposure
TGT,2024-02-26,research_fidelity,zero,max_gross_exposure
WMT,2024-02-26,research_fidelity,zero,max_gross_exposure
BX,2024-02-26,research_fidelity,zero,max_gross_exposure
NEM,2024-02-26,research_fidelity,zero,max_gross_exposure
PANW,2024-02-26,research_fidelity,zero,max_gross_exposure
GOOGL,2024-02-26,research_fidelity,zero,max_gross_exposure
FCX,2024-02-26,research_fidelity,zero,max_gross_exposure
QCOM,2024-02-26,research_fidelity,zero,max_gross_exposure
MA,2024-02-26,research_fidelity,zero,max_gross_exposure
SOXX,2024-02-26,research_fidelity,zero,max_gross_exposure
V,2024-02-26,research_fidelity,zero,max_gross_exposure
TJX,2024-02-26,research_fidelity,zero,max_gross_exposure
IBB,2024-02-26,research_fidelity,zero,max_gross_exposure
XLK,2024-02-26,research_fidelity,zero,max_gross_exposure
CRM,2024-02-26,research_fidelity,baseline,max_gross_exposure
MRNA,2024-02-26,research_fidelity,baseline,max_gross_exposure
GS,2024-02-26,research_fidelity,baseline,max_gross_exposure
DXCM,2024-02-26,research_fidelity,baseline,max_gross_exposure
SBUX,2024-02-26,research_fidelity,baseline,max_gross_exposure
TGT,2024-02-26,research_fidelity,baseline,max_gross_exposure
WMT,2024-02-26,research_fidelity,baseline,max_gross_exposure
BX,2024-02-26,research_fidelity,baseline,max_gross_exposure
NEM,2024-02-26,research_fidelity,baseline,max_gross_exposure
PANW,2024-02-26,research_fidelity,baseline,max_gross_exposure
GOOGL,2024-02-26,research_fidelity,baseline,max_gross_exposure
FCX,2024-02-26,research_fidelity,baseline,max_gross_exposure
QCOM,2024-02-26,research_fidelity,baseline,max_gross_exposure
MA,2024-02-26,research_fidelity,baseline,max_gross_exposure
SOXX,2024-02-26,research_fidelity,baseline,max_gross_exposure
V,2024-02-26,research_fidelity,baseline,max_gross_exposure
TJX,2024-02-26,research_fidelity,baseline,max_gross_exposure
IBB,2024-02-26,research_fidelity,baseline,max_gross_exposure
XLK,2024-02-26,research_fidelity,baseline,max_gross_exposure
CRM,2024-02-26,research_fidelity,stressed,max_gross_exposure
MRNA,2024-02-26,research_fidelity,stressed,max_gross_exposure
GS,2024-02-26,research_fidelity,stressed,max_gross_exposure
DXCM,2024-02-26,research_fidelity,stressed,max_gross_exposure
SBUX,2024-02-26,research_fidelity,stressed,max_gross_exposure
TGT,2024-02-26,research_fidelity,stressed,max_gross_exposure
WMT,2024-02-26,research_fidelity,stressed,max_gross_exposure
BX,2024-02-26,research_fidelity,stressed,max_gross_exposure
NEM,2024-02-26,research_fidelity,stressed,max_gross_exposure
PANW,2024-02-26,research_fidelity,stressed,max_gross_exposure
GOOGL,2024-02-26,research_fidelity,stressed,max_gross_exposure
FCX,2024-02-26,research_fidelity,stressed,max_gross_exposure
QCOM,2024-02-26,research_fidelity,stressed,max_gross_exposure
MA,2024-02-26,research_fidelity,stressed,max_gross_exposure
SOXX,2024-02-26,research_fidelity,stressed,max_gross_exposure
V,2024-02-26,research_fidelity,stressed,max_gross_exposure
TJX,2024-02-26,research_fidelity,stressed,max_gross_exposure
IBB,2024-02-26,research_fidelity,stressed,max_gross_exposure
XLK,2024-02-26,research_fidelity,stressed,max_gross_exposure
SBUX,2024-02-26,intended_deployment,zero,max_concurrent_positions
TGT,2024-02-26,intended_deployment,zero,max_concurrent_positions
WMT,2024-02-26,intended_deployment,zero,max_concurrent_positions
BX,2024-02-26,intended_deployment,zero,max_concurrent_positions
NEM,2024-02-26,intended_deployment,zero,max_concurrent_positions
PANW,2024-02-26,intended_deployment,zero,max_concurrent_positions
GOOGL,2024-02-26,intended_deployment,zero,max_concurrent_positions
FCX,2024-02-26,intended_deployment,zero,max_concurrent_positions
QCOM,2024-02-26,intended_deployment,zero,max_concurrent_positions
MA,2024-02-26,intended_deployment,zero,max_concurrent_positions
SOXX,2024-02-26,intended_deployment,zero,max_concurrent_positions
V,2024-02-26,intended_deployment,zero,max_concurrent_positions
TJX,2024-02-26,intended_deployment,zero,max_concurrent_positions
IBB,2024-02-26,intended_deployment,zero,max_concurrent_positions
XLK,2024-02-26,intended_deployment,zero,max_concurrent_positions
SBUX,2024-02-26,intended_deployment,baseline,max_concurrent_positions
TGT,2024-02-26,intended_deployment,baseline,max_concurrent_positions
WMT,2024-02-26,intended_deployment,baseline,max_concurrent_positions
BX,2024-02-26,intended_deployment,baseline,max_concurrent_positions
NEM,2024-02-26,intended_deployment,baseline,max_concurrent_positions
PANW,2024-02-26,intended_deployment,baseline,max_concurrent_positions
GOOGL,2024-02-26,intended_deployment,baseline,max_concurrent_positions
FCX,2024-02-26,intended_deployment,baseline,max_concurrent_positions
QCOM,2024-02-26,intended_deployment,baseline,max_concurrent_positions
MA,2024-02-26,intended_deployment,baseline,max_concurrent_positions
SOXX,2024-02-26,intended_deployment,baseline,max_concurrent_positions
V,2024-02-26,intended_deployment,baseline,max_concurrent_positions
TJX,2024-02-26,intended_deployment,baseline,max_concurrent_positions
IBB,2024-02-26,intended_deployment,baseline,max_concurrent_positions
XLK,2024-02-26,intended_deployment,baseline,max_concurrent_positions
SBUX,2024-02-26,intended_deployment,stressed,max_concurrent_positions
TGT,2024-02-26,intended_deployment,stressed,max_concurrent_positions
WMT,2024-02-26,intended_deployment,stressed,max_concurrent_positions
BX,2024-02-26,intended_deployment,stressed,max_concurrent_positions
NEM,2024-02-26,intended_deployment,stressed,max_concurrent_positions
PANW,2024-02-26,intended_deployment,stressed,max_concurrent_positions
GOOGL,2024-02-26,intended_deployment,stressed,max_concurrent_positions
FCX,2024-02-26,intended_deployment,stressed,max_concurrent_positions
QCOM,2024-02-26,intended_deployment,stressed,max_concurrent_positions
MA,2024-02-26,intended_deployment,stressed,max_concurrent_positions
SOXX,2024-02-26,intended_deployment,stressed,max_concurrent_positions
V,2024-02-26,intended_deployment,stressed,max_concurrent_positions
TJX,2024-02-26,intended_deployment,stressed,max_concurrent_positions
IBB,2024-02-26,intended_deployment,stressed,max_concurrent_positions
XLK,2024-02-26,intended_deployment,stressed,max_concurrent_positions
IBB,2024-02-27,research_fidelity,zero,max_gross_exposure
MU,2024-02-27,research_fidelity,zero,max_gross_exposure
MDLZ,2024-02-27,research_fidelity,zero,max_gross_exposure
GE,2024-02-27,research_fidelity,zero,max_gross_exposure
CRM,2024-02-27,research_fidelity,zero,max_gross_exposure
XLY,2024-02-27,research_fidelity,zero,max_gross_exposure
GS,2024-02-27,research_fidelity,zero,max_gross_exposure
PANW,2024-02-27,research_fidelity,zero,max_gross_exposure
MRNA,2024-02-27,research_fidelity,zero,max_gross_exposure
TSLA,2024-02-27,research_fidelity,zero,max_gross_exposure
CL,2024-02-27,research_fidelity,zero,max_gross_exposure
GOOGL,2024-02-27,research_fidelity,zero,max_gross_exposure
BX,2024-02-27,research_fidelity,zero,max_gross_exposure
ADBE,2024-02-27,research_fidelity,zero,max_gross_exposure
XOM,2024-02-27,research_fidelity,zero,max_gross_exposure
TJX,2024-02-27,research_fidelity,zero,max_gross_exposure
LLY,2024-02-27,research_fidelity,zero,max_gross_exposure
EOG,2024-02-27,research_fidelity,zero,max_gross_exposure
XLP,2024-02-27,research_fidelity,zero,max_gross_exposure
IBB,2024-02-27,research_fidelity,baseline,max_gross_exposure
MU,2024-02-27,research_fidelity,baseline,max_gross_exposure
MDLZ,2024-02-27,research_fidelity,baseline,max_gross_exposure
GE,2024-02-27,research_fidelity,baseline,max_gross_exposure
CRM,2024-02-27,research_fidelity,baseline,max_gross_exposure
XLY,2024-02-27,research_fidelity,baseline,max_gross_exposure
GS,2024-02-27,research_fidelity,baseline,max_gross_exposure
PANW,2024-02-27,research_fidelity,baseline,max_gross_exposure
MRNA,2024-02-27,research_fidelity,baseline,max_gross_exposure
TSLA,2024-02-27,research_fidelity,baseline,max_gross_exposure
CL,2024-02-27,research_fidelity,baseline,max_gross_exposure
GOOGL,2024-02-27,research_fidelity,baseline,max_gross_exposure
BX,2024-02-27,research_fidelity,baseline,max_gross_exposure
ADBE,2024-02-27,research_fidelity,baseline,max_gross_exposure
XOM,2024-02-27,research_fidelity,baseline,max_gross_exposure
TJX,2024-02-27,research_fidelity,baseline,max_gross_exposure
LLY,2024-02-27,research_fidelity,baseline,max_gross_exposure
EOG,2024-02-27,research_fidelity,baseline,max_gross_exposure
XLP,2024-02-27,research_fidelity,baseline,max_gross_exposure
IBB,2024-02-27,research_fidelity,stressed,max_gross_exposure
MU,2024-02-27,research_fidelity,stressed,max_gross_exposure
MDLZ,2024-02-27,research_fidelity,stressed,max_gross_exposure
GE,2024-02-27,research_fidelity,stressed,max_gross_exposure
CRM,2024-02-27,research_fidelity,stressed,max_gross_exposure
XLY,2024-02-27,research_fidelity,stressed,max_gross_exposure
GS,2024-02-27,research_fidelity,stressed,max_gross_exposure
PANW,2024-02-27,research_fidelity,stressed,max_gross_exposure
MRNA,2024-02-27,research_fidelity,stressed,max_gross_exposure
TSLA,2024-02-27,research_fidelity,stressed,max_gross_exposure
CL,2024-02-27,research_fidelity,stressed,max_gross_exposure
GOOGL,2024-02-27,research_fidelity,stressed,max_gross_exposure
BX,2024-02-27,research_fidelity,stressed,max_gross_exposure
ADBE,2024-02-27,research_fidelity,stressed,max_gross_exposure
XOM,2024-02-27,research_fidelity,stressed,max_gross_exposure
TJX,2024-02-27,research_fidelity,stressed,max_gross_exposure
LLY,2024-02-27,research_fidelity,stressed,max_gross_exposure
EOG,2024-02-27,research_fidelity,stressed,max_gross_exposure
XLP,2024-02-27,research_fidelity,stressed,max_gross_exposure
CRM,2024-02-27,intended_deployment,zero,max_concurrent_positions
XLY,2024-02-27,intended_deployment,zero,max_concurrent_positions
GS,2024-02-27,intended_deployment,zero,max_concurrent_positions
PANW,2024-02-27,intended_deployment,zero,max_concurrent_positions
MRNA,2024-02-27,intended_deployment,zero,max_concurrent_positions
TSLA,2024-02-27,intended_deployment,zero,max_concurrent_positions
CL,2024-02-27,intended_deployment,zero,max_concurrent_positions
GOOGL,2024-02-27,intended_deployment,zero,max_concurrent_positions
BX,2024-02-27,intended_deployment,zero,max_concurrent_positions
ADBE,2024-02-27,intended_deployment,zero,max_concurrent_positions
XOM,2024-02-27,intended_deployment,zero,max_concurrent_positions
TJX,2024-02-27,intended_deployment,zero,max_concurrent_positions
LLY,2024-02-27,intended_deployment,zero,max_concurrent_positions
EOG,2024-02-27,intended_deployment,zero,max_concurrent_positions
XLP,2024-02-27,intended_deployment,zero,max_concurrent_positions
CRM,2024-02-27,intended_deployment,baseline,max_concurrent_positions
XLY,2024-02-27,intended_deployment,baseline,max_concurrent_positions
GS,2024-02-27,intended_deployment,baseline,max_concurrent_positions
PANW,2024-02-27,intended_deployment,baseline,max_concurrent_positions
MRNA,2024-02-27,intended_deployment,baseline,max_concurrent_positions
TSLA,2024-02-27,intended_deployment,baseline,max_concurrent_positions
CL,2024-02-27,intended_deployment,baseline,max_concurrent_positions
GOOGL,2024-02-27,intended_deployment,baseline,max_concurrent_positions
BX,2024-02-27,intended_deployment,baseline,max_concurrent_positions
ADBE,2024-02-27,intended_deployment,baseline,max_concurrent_positions
XOM,2024-02-27,intended_deployment,baseline,max_concurrent_positions
TJX,2024-02-27,intended_deployment,baseline,max_concurrent_positions
LLY,2024-02-27,intended_deployment,baseline,max_concurrent_positions
EOG,2024-02-27,intended_deployment,baseline,max_concurrent_positions
XLP,2024-02-27,intended_deployment,baseline,max_concurrent_positions
CRM,2024-02-27,intended_deployment,stressed,max_concurrent_positions
XLY,2024-02-27,intended_deployment,stressed,max_concurrent_positions
GS,2024-02-27,intended_deployment,stressed,max_concurrent_positions
PANW,2024-02-27,intended_deployment,stressed,max_concurrent_positions
MRNA,2024-02-27,intended_deployment,stressed,max_concurrent_positions
TSLA,2024-02-27,intended_deployment,stressed,max_concurrent_positions
CL,2024-02-27,intended_deployment,stressed,max_concurrent_positions
GOOGL,2024-02-27,intended_deployment,stressed,max_concurrent_positions
BX,2024-02-27,intended_deployment,stressed,max_concurrent_positions
ADBE,2024-02-27,intended_deployment,stressed,max_concurrent_positions
XOM,2024-02-27,intended_deployment,stressed,max_concurrent_positions
TJX,2024-02-27,intended_deployment,stressed,max_concurrent_positions
LLY,2024-02-27,intended_deployment,stressed,max_concurrent_positions
EOG,2024-02-27,intended_deployment,stressed,max_concurrent_positions
XLP,2024-02-27,intended_deployment,stressed,max_concurrent_positions
TJX,2024-02-28,research_fidelity,zero,max_gross_exposure
DVN,2024-02-28,research_fidelity,zero,max_gross_exposure
MU,2024-02-28,research_fidelity,zero,max_gross_exposure
XLE,2024-02-28,research_fidelity,zero,max_gross_exposure
TMO,2024-02-28,research_fidelity,zero,max_gross_exposure
AMAT,2024-02-28,research_fidelity,zero,max_gross_exposure
IBB,2024-02-28,research_fidelity,zero,max_gross_exposure
MO,2024-02-28,research_fidelity,zero,max_gross_exposure
CL,2024-02-28,research_fidelity,zero,max_gross_exposure
CRM,2024-02-28,research_fidelity,zero,max_gross_exposure
AAPL,2024-02-28,research_fidelity,zero,max_gross_exposure
CI,2024-02-28,research_fidelity,zero,max_gross_exposure
JPM,2024-02-28,research_fidelity,zero,max_gross_exposure
JNJ,2024-02-28,research_fidelity,zero,max_gross_exposure
MPC,2024-02-28,research_fidelity,zero,max_gross_exposure
NEM,2024-02-28,research_fidelity,zero,max_gross_exposure
OXY,2024-02-28,research_fidelity,zero,max_gross_exposure
RTX,2024-02-28,research_fidelity,zero,max_gross_exposure
KO,2024-02-28,research_fidelity,zero,max_gross_exposure
TJX,2024-02-28,research_fidelity,baseline,max_gross_exposure
DVN,2024-02-28,research_fidelity,baseline,max_gross_exposure
MU,2024-02-28,research_fidelity,baseline,max_gross_exposure
XLE,2024-02-28,research_fidelity,baseline,max_gross_exposure
TMO,2024-02-28,research_fidelity,baseline,max_gross_exposure
AMAT,2024-02-28,research_fidelity,baseline,max_gross_exposure
IBB,2024-02-28,research_fidelity,baseline,max_gross_exposure
MO,2024-02-28,research_fidelity,baseline,max_gross_exposure
CL,2024-02-28,research_fidelity,baseline,max_gross_exposure
CRM,2024-02-28,research_fidelity,baseline,max_gross_exposure
AAPL,2024-02-28,research_fidelity,baseline,max_gross_exposure
CI,2024-02-28,research_fidelity,baseline,max_gross_exposure
JPM,2024-02-28,research_fidelity,baseline,max_gross_exposure
JNJ,2024-02-28,research_fidelity,baseline,max_gross_exposure
MPC,2024-02-28,research_fidelity,baseline,max_gross_exposure
NEM,2024-02-28,research_fidelity,baseline,max_gross_exposure
OXY,2024-02-28,research_fidelity,baseline,max_gross_exposure
RTX,2024-02-28,research_fidelity,baseline,max_gross_exposure
KO,2024-02-28,research_fidelity,baseline,max_gross_exposure
TJX,2024-02-28,research_fidelity,stressed,max_gross_exposure
DVN,2024-02-28,research_fidelity,stressed,max_gross_exposure
MU,2024-02-28,research_fidelity,stressed,max_gross_exposure
XLE,2024-02-28,research_fidelity,stressed,max_gross_exposure
TMO,2024-02-28,research_fidelity,stressed,max_gross_exposure
AMAT,2024-02-28,research_fidelity,stressed,max_gross_exposure
IBB,2024-02-28,research_fidelity,stressed,max_gross_exposure
MO,2024-02-28,research_fidelity,stressed,max_gross_exposure
CL,2024-02-28,research_fidelity,stressed,max_gross_exposure
CRM,2024-02-28,research_fidelity,stressed,max_gross_exposure
AAPL,2024-02-28,research_fidelity,stressed,max_gross_exposure
CI,2024-02-28,research_fidelity,stressed,max_gross_exposure
JPM,2024-02-28,research_fidelity,stressed,max_gross_exposure
JNJ,2024-02-28,research_fidelity,stressed,max_gross_exposure
MPC,2024-02-28,research_fidelity,stressed,max_gross_exposure
NEM,2024-02-28,research_fidelity,stressed,max_gross_exposure
OXY,2024-02-28,research_fidelity,stressed,max_gross_exposure
RTX,2024-02-28,research_fidelity,stressed,max_gross_exposure
KO,2024-02-28,research_fidelity,stressed,max_gross_exposure
TMO,2024-02-28,intended_deployment,zero,max_concurrent_positions
AMAT,2024-02-28,intended_deployment,zero,max_concurrent_positions
IBB,2024-02-28,intended_deployment,zero,max_concurrent_positions
MO,2024-02-28,intended_deployment,zero,max_concurrent_positions
CL,2024-02-28,intended_deployment,zero,max_concurrent_positions
CRM,2024-02-28,intended_deployment,zero,max_concurrent_positions
AAPL,2024-02-28,intended_deployment,zero,max_concurrent_positions
CI,2024-02-28,intended_deployment,zero,max_concurrent_positions
JPM,2024-02-28,intended_deployment,zero,max_concurrent_positions
JNJ,2024-02-28,intended_deployment,zero,max_concurrent_positions
MPC,2024-02-28,intended_deployment,zero,max_concurrent_positions
NEM,2024-02-28,intended_deployment,zero,max_concurrent_positions
OXY,2024-02-28,intended_deployment,zero,max_concurrent_positions
RTX,2024-02-28,intended_deployment,zero,max_concurrent_positions
KO,2024-02-28,intended_deployment,zero,max_concurrent_positions
XLE,2024-02-28,intended_deployment,baseline,max_gross_exposure
TMO,2024-02-28,intended_deployment,baseline,max_gross_exposure
AMAT,2024-02-28,intended_deployment,baseline,max_gross_exposure
IBB,2024-02-28,intended_deployment,baseline,max_gross_exposure
MO,2024-02-28,intended_deployment,baseline,max_gross_exposure
CL,2024-02-28,intended_deployment,baseline,max_gross_exposure
CRM,2024-02-28,intended_deployment,baseline,max_gross_exposure
AAPL,2024-02-28,intended_deployment,baseline,max_gross_exposure
CI,2024-02-28,intended_deployment,baseline,max_gross_exposure
JPM,2024-02-28,intended_deployment,baseline,max_gross_exposure
JNJ,2024-02-28,intended_deployment,baseline,max_gross_exposure
MPC,2024-02-28,intended_deployment,baseline,max_gross_exposure
NEM,2024-02-28,intended_deployment,baseline,max_gross_exposure
OXY,2024-02-28,intended_deployment,baseline,max_gross_exposure
RTX,2024-02-28,intended_deployment,baseline,max_gross_exposure
KO,2024-02-28,intended_deployment,baseline,max_gross_exposure
TMO,2024-02-28,intended_deployment,stressed,max_concurrent_positions
AMAT,2024-02-28,intended_deployment,stressed,max_concurrent_positions
IBB,2024-02-28,intended_deployment,stressed,max_concurrent_positions
MO,2024-02-28,intended_deployment,stressed,max_concurrent_positions
CL,2024-02-28,intended_deployment,stressed,max_concurrent_positions
CRM,2024-02-28,intended_deployment,stressed,max_concurrent_positions
AAPL,2024-02-28,intended_deployment,stressed,max_concurrent_positions
CI,2024-02-28,intended_deployment,stressed,max_concurrent_positions
JPM,2024-02-28,intended_deployment,stressed,max_concurrent_positions
JNJ,2024-02-28,intended_deployment,stressed,max_concurrent_positions
MPC,2024-02-28,intended_deployment,stressed,max_concurrent_positions
NEM,2024-02-28,intended_deployment,stressed,max_concurrent_positions
OXY,2024-02-28,intended_deployment,stressed,max_concurrent_positions
RTX,2024-02-28,intended_deployment,stressed,max_concurrent_positions
KO,2024-02-28,intended_deployment,stressed,max_concurrent_positions
MRK,2024-02-29,research_fidelity,zero,max_gross_exposure
ORCL,2024-02-29,research_fidelity,zero,max_gross_exposure
UNH,2024-02-29,research_fidelity,zero,max_gross_exposure
XLRE,2024-02-29,research_fidelity,zero,max_gross_exposure
LLY,2024-02-29,research_fidelity,zero,max_gross_exposure
TMO,2024-02-29,research_fidelity,zero,max_gross_exposure
MMM,2024-02-29,research_fidelity,zero,max_gross_exposure
APD,2024-02-29,research_fidelity,zero,max_gross_exposure
FDX,2024-02-29,research_fidelity,zero,max_gross_exposure
SBUX,2024-02-29,research_fidelity,zero,max_gross_exposure
NEM,2024-02-29,research_fidelity,zero,max_gross_exposure
AMT,2024-02-29,research_fidelity,zero,max_gross_exposure
CVS,2024-02-29,research_fidelity,zero,max_gross_exposure
RTX,2024-02-29,research_fidelity,zero,max_gross_exposure
IWM,2024-02-29,research_fidelity,zero,max_gross_exposure
MSFT,2024-02-29,research_fidelity,zero,max_gross_exposure
HD,2024-02-29,research_fidelity,zero,max_gross_exposure
ABBV,2024-02-29,research_fidelity,zero,max_gross_exposure
ADBE,2024-02-29,research_fidelity,zero,max_gross_exposure
MRK,2024-02-29,research_fidelity,baseline,max_gross_exposure
ORCL,2024-02-29,research_fidelity,baseline,max_gross_exposure
UNH,2024-02-29,research_fidelity,baseline,max_gross_exposure
XLRE,2024-02-29,research_fidelity,baseline,max_gross_exposure
LLY,2024-02-29,research_fidelity,baseline,max_gross_exposure
TMO,2024-02-29,research_fidelity,baseline,max_gross_exposure
MMM,2024-02-29,research_fidelity,baseline,max_gross_exposure
APD,2024-02-29,research_fidelity,baseline,max_gross_exposure
FDX,2024-02-29,research_fidelity,baseline,max_gross_exposure
SBUX,2024-02-29,research_fidelity,baseline,max_gross_exposure
NEM,2024-02-29,research_fidelity,baseline,max_gross_exposure
AMT,2024-02-29,research_fidelity,baseline,max_gross_exposure
CVS,2024-02-29,research_fidelity,baseline,max_gross_exposure
RTX,2024-02-29,research_fidelity,baseline,max_gross_exposure
IWM,2024-02-29,research_fidelity,baseline,max_gross_exposure
MSFT,2024-02-29,research_fidelity,baseline,max_gross_exposure
HD,2024-02-29,research_fidelity,baseline,max_gross_exposure
ABBV,2024-02-29,research_fidelity,baseline,max_gross_exposure
ADBE,2024-02-29,research_fidelity,baseline,max_gross_exposure
MRK,2024-02-29,research_fidelity,stressed,max_gross_exposure
ORCL,2024-02-29,research_fidelity,stressed,max_gross_exposure
UNH,2024-02-29,research_fidelity,stressed,max_gross_exposure
XLRE,2024-02-29,research_fidelity,stressed,max_gross_exposure
LLY,2024-02-29,research_fidelity,stressed,max_gross_exposure
TMO,2024-02-29,research_fidelity,stressed,max_gross_exposure
MMM,2024-02-29,research_fidelity,stressed,max_gross_exposure
APD,2024-02-29,research_fidelity,stressed,max_gross_exposure
FDX,2024-02-29,research_fidelity,stressed,max_gross_exposure
SBUX,2024-02-29,research_fidelity,stressed,max_gross_exposure
NEM,2024-02-29,research_fidelity,stressed,max_gross_exposure
AMT,2024-02-29,research_fidelity,stressed,max_gross_exposure
CVS,2024-02-29,research_fidelity,stressed,max_gross_exposure
RTX,2024-02-29,research_fidelity,stressed,max_gross_exposure
IWM,2024-02-29,research_fidelity,stressed,max_gross_exposure
MSFT,2024-02-29,research_fidelity,stressed,max_gross_exposure
HD,2024-02-29,research_fidelity,stressed,max_gross_exposure
ABBV,2024-02-29,research_fidelity,stressed,max_gross_exposure
ADBE,2024-02-29,research_fidelity,stressed,max_gross_exposure
LLY,2024-02-29,intended_deployment,zero,max_concurrent_positions
TMO,2024-02-29,intended_deployment,zero,max_concurrent_positions
MMM,2024-02-29,intended_deployment,zero,max_concurrent_positions
APD,2024-02-29,intended_deployment,zero,max_concurrent_positions
FDX,2024-02-29,intended_deployment,zero,max_concurrent_positions
SBUX,2024-02-29,intended_deployment,zero,max_concurrent_positions
NEM,2024-02-29,intended_deployment,zero,max_concurrent_positions
